Timestamp,Key,Value
0.020000000,/AMPER/Motors/frontLeft/StallSuspected,false
0.020000000,/AMPER/System/SelectedMotorsCurrentAmps,1.820000
0.020000000,/AMPER/Performance/UpdateDurationSeconds,0.001200
0.020000000,/AMPER/Performance/LoopDurationSeconds,0.020000
0.020000000,/AMPER/Performance/DroppedRecords,0
0.020000000,/AMPER/Events/Type,"STATE_TRANSITION"
0.020000000,/AMPER/Events/Message,"mechanism_start"
0.040000000,/AMPER/Metadata/SchemaVersion,"1"
0.040000000,/AMPER/Metadata/LibraryVersion,"0.1.0-rc.1"
0.040000000,/AMPER/Metadata/SessionId,"fixture-session"
0.040000000,/AMPER/Metadata/HardwarePlatform,"FTC_REV_HUB"
0.040000000,/AMPER/System/FilteredVoltageVolts,12.480000
0.040000000,/AMPER/System/MinimumVoltageVolts,12.100000
0.040000000,/AMPER/System/MeasurementValidity,"MISSING"
0.040000000,/AMPER/System/PowerState,"SEVERE_VOLTAGE_RISK"
0.040000000,/AMPER/Hubs/Control_Hub/SampleAgeSeconds,0.000000
0.040000000,/AMPER/Motors/frontLeft/Command,0.500000
0.040000000,/AMPER/Motors/frontLeft/AppliedCommand,0.500000
0.040000000,/AMPER/Mechanisms/frontLeft/RequestedEffort,0.500000
0.040000000,/AMPER/Mechanisms/frontLeft/GrantedEffort,0.500000
0.040000000,/AMPER/Mechanisms/frontLeft/Constrained,false
0.040000000,/AMPER/Motors/frontLeft/VelocityTicksPerSecond,380.000000
0.040000000,/AMPER/Motors/frontLeft/StallSuspected,false
0.040000000,/AMPER/Performance/UpdateDurationSeconds,0.001200
0.040000000,/AMPER/Performance/LoopDurationSeconds,0.020000
0.040000000,/AMPER/Performance/DroppedRecords,0
0.040000000,/AMPER/Events/Type,"VOLTAGE_WARNING"
0.040000000,/AMPER/Events/Message,"sag, warning"
0.060000000,/AMPER/Metadata/SchemaVersion,"1"
0.060000000,/AMPER/Metadata/LibraryVersion,"0.1.0-rc.1"
0.060000000,/AMPER/Metadata/SessionId,"fixture-session"
0.060000000,/AMPER/Metadata/HardwarePlatform,"FTC_REV_HUB"
0.060000000,/AMPER/System/BusVoltageVolts,12.100000
0.060000000,/AMPER/System/FilteredVoltageVolts,12.200000
0.060000000,/AMPER/System/MinimumVoltageVolts,12.100000
0.060000000,/AMPER/System/MeasurementValidity,"VALID"
0.060000000,/AMPER/System/PowerState,"NORMAL"
0.060000000,/AMPER/Hubs/Control_Hub/VoltageVolts,12.100000
0.060000000,/AMPER/Hubs/Control_Hub/SampleAgeSeconds,0.000000
0.060000000,/AMPER/Motors/frontLeft/Command,0.000000
0.060000000,/AMPER/Motors/frontLeft/AppliedCommand,0.000000
0.060000000,/AMPER/Mechanisms/frontLeft/RequestedEffort,0.000000
0.060000000,/AMPER/Mechanisms/frontLeft/GrantedEffort,0.000000
0.060000000,/AMPER/Mechanisms/frontLeft/Constrained,false
0.060000000,/AMPER/Motors/frontLeft/CurrentAmps,2.100000
0.060000000,/AMPER/Motors/frontLeft/VelocityTicksPerSecond,0.000000
0.060000000,/AMPER/Motors/frontLeft/CurrentSampleAgeSeconds,0.000000
0.060000000,/AMPER/Motors/frontLeft/StallSuspected,true
0.060000000,/AMPER/System/SelectedMotorsCurrentAmps,2.100000
0.060000000,/AMPER/Performance/UpdateDurationSeconds,0.001200
0.060000000,/AMPER/Performance/LoopDurationSeconds,0.020000
0.060000000,/AMPER/Performance/DroppedRecords,0
0.060000000,/AMPER/Events/Type,"STATE_TRANSITION"
0.060000000,/AMPER/Events/Message,"mechanism_stop"
